Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2021,Nordeste,Rural,Estadual,85.7,11.0,3.3
2021,Nordeste,Total,Municipal,95.2,3.3,1.5
2021,Nordeste,Urbana,Municipal,95.5,2.9,1.6
2021,Nordeste,Rural,Municipal,94.6,4.0,1.4
2021,Nordeste,Total,Privada,99.1,0.7,0.2
2021,Nordeste,Urbana,Privada,99.1,0.6,0.3
2021,Nordeste,Rural,Privada,97.6,1.9,0.5
2021,Nordeste,Total,Pública,95.0,3.4,1.6
2021,Nordeste,Urbana,Pública,95.3,3.0,1.7
2021,Nordeste,Rural,Pública,94.4,4.2,1.4
2021,Sudeste,Total,Total,98.6,0.9,0.5
2021,Sudeste,Urbana,Total,98.7,0.9,0.4
2021,Sudeste,Rural,Total,98.0,1.6,0.4
2021,Sudeste,Total,Federal,97.9,2.1,0.0
2021,Sudeste,Urbana,Federal,97.9,2.1,0.0
2021,Sudeste,Rural,Federal,0.0,0.0,0.0
2021,Sudeste,Total,Estadual,99.0,0.3,0.7
2021,Sudeste,Urbana,Estadual,99.0,0.3,0.7
2021,Sudeste,Rural,Estadual,99.3,0.6,0.1
2021,Sudeste,Total,Municipal,98.3,1.2,0.5
2021,Sudeste,Urbana,Municipal,98.4,1.2,0.4
2021,Sudeste,Rural,Municipal,97.8,1.7,0.5
2021,Sudeste,Total,Privada,99.3,0.6,0.1
2021,Sudeste,Urbana,Privada,99.3,0.6,0.1
2021,Sudeste,Rural,Privada,99.5,0.5,0.0
2021,Sudeste,Total,Pública,98.5,1.0,0.5
2021,Sudeste,Urbana,Pública,98.5,1.0,0.5
2021,Sudeste,Rural,Pública,98.0,1.6,0.4
2021,Sul,Total,Total,98.1,1.4,0.5
2021,Sul,Urbana,Total,98.2,1.4,0.4
2021,Sul,Rural,Total,97.8,1.9,0.3
2021,Sul,Total,Federal,98.7,1.3,0.0
2021,Sul,Urbana,Federal,98.7,1.3,0.0
2021,Sul,Rural,Federal,0.0,0.0,0.0
2021,Sul,Total,Estadual,98.1,0.6,1.3
2021,Sul,Urbana,Estadual,98.1,0.6,1.3
2021,Sul,Rural,Estadual,98.6,0.9,0.5
2021,Sul,Total,Municipal,97.9,1.8,0.3
2021,Sul,Urbana,Municipal,98.0,1.8,0.2
2021,Sul,Rural,Municipal,97.7,2.2,0.1
2021,Sul,Total,Privada,99.2,0.7,0.1
2021,Sul,Urbana,Privada,99.2,0.7,0.1
2021,Sul,Rural,Privada,99.1,0.9,0.0
2021,Sul,Total,Pública,98.0,1.6,0.4
2021,Sul,Urbana,Pública,98.0,1.5,0.5
2021,Sul,Rural,Pública,97.8,1.9,0.3
2021,Centro-Oeste,Total,Total,97.4,2.4,0.2
2021,Centro-Oeste,Urbana,Total,97.5,2.2,0.3
2021,Centro-Oeste,Rural,Total,95.7,4.0,0.3
2021,Centro-Oeste,Total,Federal,98.3,1.7,0.0
2021,Centro-Oeste,Urbana,Federal,98.3,1.7,0.0
2021,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2021,Centro-Oeste,Total,Estadual,96.1,3.7,0.2
2021,Centro-Oeste,Urbana,Estadual,96.1,3.7,0.2
2021,Centro-Oeste,Rural,Estadual,96.0,3.8,0.2
2021,Centro-Oeste,Total,Municipal,97.3,2.3,0.4
2021,Centro-Oeste,Urbana,Municipal,97.5,2.1,0.4
2021,Centro-Oeste,Rural,Municipal,95.6,4.1,0.3
2021,Centro-Oeste,Total,Privada,99.4,0.5,0.1
2021,Centro-Oeste,Urbana,Privada,99.4,0.5,0.1
2021,Centro-Oeste,Rural,Privada,98.7,1.3,0.0
2021,Centro-Oeste,Total,Pública,97.0,2.7,0.3
2021,Centro-Oeste,Urbana,Pública,97.1,2.6,0.3
2021,Centro-Oeste,Rural,Pública,95.7,4.0,0.3
