Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2012,SUDESTE,Total,Publico,94.3,5.1,0.6
2012,SUDESTE,Total,Privada,97.9,2.0,0.1
2012,SUDESTE,Total,Municipal,93.7,5.7,0.6
2012,SUDESTE,Total,Federal,97.4,2.6,0.0
2012,SUDESTE,Total,Estadual,95.8,3.7,0.5
2012,SUDESTE,Rural,Total,93.4,5.9,0.7
2012,SUDESTE,Rural,Publico,93.3,5.9,0.8
2012,SUDESTE,Rural,Privada,97.0,2.8,0.2
2012,SUDESTE,Rural,Municipal,93.1,6.2,0.7
2012,SUDESTE,Rural,Federal,0.0,0.0,0.0
2012,SUDESTE,Rural,Estadual,95.2,3.9,0.9
2012,SUDESTE,Urbana,Total,94.9,4.5,0.6
2012,SUDESTE,Urbana,Publico,94.4,5.0,0.6
2012,SUDESTE,Urbana,Privada,97.9,2.0,0.1
2012,SUDESTE,Urbana,Municipal,93.8,5.6,0.6
2012,SUDESTE,Urbana,Federal,97.4,2.6,0.0
2012,SUDESTE,Urbana,Estadual,95.8,3.7,0.5
2012,SUL,Total,Total,94.1,5.4,0.5
2012,SUL,Total,Publico,93.6,5.9,0.5
2012,SUL,Total,Privada,98.4,1.5,0.1
2012,SUL,Total,Municipal,94.2,5.4,0.4
2012,SUL,Total,Federal,100.0,0.0,0.0
2012,SUL,Total,Estadual,92.0,7.3,0.7
2012,SUL,Rural,Total,93.9,5.5,0.6
2012,SUL,Rural,Publico,93.9,5.5,0.6
2012,SUL,Rural,Privada,93.3,6.7,0.0
2012,SUL,Rural,Municipal,94.3,5.3,0.4
2012,SUL,Rural,Federal,0.0,0.0,0.0
2012,SUL,Rural,Estadual,92.6,6.1,1.3
2012,SUL,Urbana,Total,94.1,5.4,0.5
2012,SUL,Urbana,Publico,93.5,6.0,0.5
2012,SUL,Urbana,Privada,98.5,1.5,0.0
2012,SUL,Urbana,Municipal,94.1,5.4,0.5
2012,SUL,Urbana,Federal,100.0,0.0,0.0
2012,SUL,Urbana,Estadual,91.9,7.4,0.7
2012,CENTRO-OESTE,Total,Total,94.3,4.8,0.9
2012,CENTRO-OESTE,Total,Publico,93.5,5.4,1.1
2012,CENTRO-OESTE,Total,Privada,98.5,1.4,0.1
2012,CENTRO-OESTE,Total,Municipal,93.5,5.4,1.1
2012,CENTRO-OESTE,Total,Federal,85.9,14.1,0.0
2012,CENTRO-OESTE,Total,Estadual,93.6,5.5,0.9
2012,CENTRO-OESTE,Rural,Total,91.8,6.2,2.0
2012,CENTRO-OESTE,Rural,Publico,91.8,6.2,2.0
2012,CENTRO-OESTE,Rural,Privada,97.6,2.4,0.0
2012,CENTRO-OESTE,Rural,Municipal,91.6,6.5,1.9
2012,CENTRO-OESTE,Rural,Federal,0.0,0.0,0.0
2012,CENTRO-OESTE,Rural,Estadual,92.2,5.7,2.1
2012,CENTRO-OESTE,Urbana,Total,94.5,4.7,0.8
2012,CENTRO-OESTE,Urbana,Publico,93.7,5.3,1.0
2012,CENTRO-OESTE,Urbana,Privada,98.5,1.4,0.1
2012,CENTRO-OESTE,Urbana,Municipal,93.7,5.2,1.1
2012,CENTRO-OESTE,Urbana,Federal,85.9,14.1,0.0
2012,CENTRO-OESTE,Urbana,Estadual,93.8,5.5,0.7
