Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2014,SUL,Rural,Particular,94.2,4.8,1.0
2014,SUL,Rural,Municipal,94.5,5.1,0.4
2014,SUL,Rural,Federal,0.0,0.0,0.0
2014,SUL,Rural,Estadual,93.3,5.8,0.9
2014,SUL,Urbana,Total,94.3,5.3,0.4
2014,SUL,Urbana,Publico,93.7,5.8,0.5
2014,SUL,Urbana,Particular,98.4,1.6,0.0
2014,SUL,Urbana,Municipal,94.6,4.9,0.5
2014,SUL,Urbana,Federal,99.0,1.0,0.0
2014,SUL,Urbana,Estadual,91.1,8.4,0.5
2014,CENTRO-OESTE,Total,Total,94.7,4.6,0.7
2014,CENTRO-OESTE,Total,Publico,94.0,5.2,0.8
2014,CENTRO-OESTE,Total,Particular,98.6,1.3,0.1
2014,CENTRO-OESTE,Total,Municipal,94.1,5.0,0.9
2014,CENTRO-OESTE,Total,Federal,85.0,15.0,0.0
2014,CENTRO-OESTE,Total,Estadual,93.8,5.6,0.6
2014,CENTRO-OESTE,Rural,Total,92.1,6.5,1.4
2014,CENTRO-OESTE,Rural,Publico,92.0,6.5,1.5
2014,CENTRO-OESTE,Rural,Particular,100.0,0.0,0.0
2014,CENTRO-OESTE,Rural,Municipal,91.5,6.8,1.7
2014,CENTRO-OESTE,Rural,Federal,0.0,0.0,0.0
2014,CENTRO-OESTE,Rural,Estadual,93.7,5.6,0.7
2014,CENTRO-OESTE,Urbana,Total,95.0,4.4,0.6
2014,CENTRO-OESTE,Urbana,Publico,94.2,5.1,0.7
2014,CENTRO-OESTE,Urbana,Particular,98.6,1.3,0.1
2014,CENTRO-OESTE,Urbana,Municipal,94.4,4.7,0.9
2014,CENTRO-OESTE,Urbana,Federal,85.0,15.0,0.0
2014,CENTRO-OESTE,Urbana,Estadual,93.8,5.6,0.6
