Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2015,Norte,Rural,Particular,88.9,9.0,2.1
2015,Nordeste,Total,Total,87.8,10.1,2.1
2015,Nordeste,Total,Pública,85.9,11.6,2.5
2015,Nordeste,Total,Federal,97.3,1.3,1.4
2015,Nordeste,Total,Estadual,82.9,13.8,3.3
2015,Nordeste,Total,Municipal,86.1,11.5,2.4
2015,Nordeste,Total,Particular,97.6,2.2,0.2
2015,Nordeste,Urbana,Total,88.9,9.1,2.0
2015,Nordeste,Urbana,Pública,86.4,11.1,2.5
2015,Nordeste,Urbana,Federal,98.4,0.0,1.6
2015,Nordeste,Urbana,Estadual,83.6,13.4,3.0
2015,Nordeste,Urbana,Municipal,86.6,10.9,2.5
2015,Nordeste,Urbana,Particular,97.6,2.1,0.3
2015,Nordeste,Rural,Total,85.1,12.4,2.5
2015,Nordeste,Rural,Pública,85.0,12.5,2.5
2015,Nordeste,Rural,Federal,90.9,9.1,0.0
2015,Nordeste,Rural,Estadual,78.4,16.1,5.5
2015,Nordeste,Rural,Municipal,85.1,12.4,2.5
2015,Nordeste,Rural,Particular,96.1,3.1,0.8
2015,Sudeste,Total,Total,96.5,3.1,0.4
2015,Sudeste,Total,Pública,96.1,3.4,0.5
2015,Sudeste,Total,Federal,95.7,4.3,0.0
2015,Sudeste,Total,Estadual,98.7,0.9,0.4
2015,Sudeste,Total,Municipal,95.2,4.2,0.6
2015,Sudeste,Total,Particular,98.2,1.8,0.0
2015,Sudeste,Urbana,Total,96.6,3.0,0.4
2015,Sudeste,Urbana,Pública,96.2,3.3,0.5
2015,Sudeste,Urbana,Federal,95.7,4.3,0.0
2015,Sudeste,Urbana,Estadual,98.8,0.9,0.3
2015,Sudeste,Urbana,Municipal,95.3,4.2,0.5
2015,Sudeste,Urbana,Particular,98.2,1.8,0.0
2015,Sudeste,Rural,Total,94.9,4.6,0.5
2015,Sudeste,Rural,Pública,94.8,4.7,0.5
2015,Sudeste,Rural,Federal,0.0,0.0,0.0
2015,Sudeste,Rural,Estadual,97.0,2.5,0.5
2015,Sudeste,Rural,Municipal,94.6,4.9,0.5
2015,Sudeste,Rural,Particular,97.2,2.7,0.1
2015,Sul,Total,Total,94.1,5.5,0.4
2015,Sul,Total,Pública,93.5,6.0,0.5
2015,Sul,Total,Federal,99.0,1.0,0.0
2015,Sul,Total,Estadual,90.0,9.5,0.5
2015,Sul,Total,Municipal,94.7,4.9,0.4
2015,Sul,Total,Particular,98.7,1.3,0.0
2015,Sul,Urbana,Total,94.2,5.5,0.3
2015,Sul,Urbana,Pública,93.5,6.1,0.4
2015,Sul,Urbana,Federal,99.0,1.0,0.0
2015,Sul,Urbana,Estadual,90.0,9.6,0.4
2015,Sul,Urbana,Municipal,94.7,4.9,0.4
2015,Sul,Urbana,Particular,98.7,1.3,0.0
2015,Sul,Rural,Total,93.9,5.7,0.4
2015,Sul,Rural,Pública,93.9,5.7,0.4
2015,Sul,Rural,Federal,0.0,0.0,0.0
2015,Sul,Rural,Estadual,90.7,8.5,0.8
2015,Sul,Rural,Municipal,94.8,4.9,0.3
2015,Sul,Rural,Particular,95.6,4.4,0.0
2015,Centro-Oeste,Total,Total,95.0,4.4,0.6
2015,Centro-Oeste,Total,Pública,94.2,5.1,0.7
2015,Centro-Oeste,Total,Federal,98.4,1.6,0.0
2015,Centro-Oeste,Total,Estadual,93.8,5.7,0.5
2015,Centro-Oeste,Total,Municipal,94.5,4.8,0.7
2015,Centro-Oeste,Total,Particular,98.8,1.1,0.1
2015,Centro-Oeste,Urbana,Total,95.3,4.2,0.5
2015,Centro-Oeste,Urbana,Pública,94.5,4.9,0.6
2015,Centro-Oeste,Urbana,Federal,98.4,1.6,0.0
2015,Centro-Oeste,Urbana,Estadual,93.9,5.7,0.4
2015,Centro-Oeste,Urbana,Municipal,94.8,4.5,0.7
2015,Centro-Oeste,Urbana,Particular,98.9,1.1,0.0
2015,Centro-Oeste,Rural,Total,92.1,6.7,1.2
2015,Centro-Oeste,Rural,Pública,92.0,6.7,1.3
2015,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2015,Centro-Oeste,Rural,Estadual,93.2,6.0,0.8
2015,Centro-Oeste,Rural,Municipal,91.6,6.9,1.5
2015,Centro-Oeste,Rural,Particular,95.9,4.1,0.0
