Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2017,Sudeste,Urbana,Federal,97.2,2.8,0.0
2017,Sudeste,Rural,Federal,0.0,0.0,0.0
2017,Sudeste,Total,Estadual,99.1,0.6,0.3
2017,Sudeste,Urbana,Estadual,99.1,0.5,0.4
2017,Sudeste,Rural,Estadual,98.6,1.1,0.3
2017,Sudeste,Total,Municipal,95.9,3.7,0.4
2017,Sudeste,Urbana,Municipal,95.9,3.6,0.5
2017,Sudeste,Rural,Municipal,95.2,4.5,0.3
2017,Sudeste,Total,Privada,98.7,1.2,0.1
2017,Sudeste,Urbana,Privada,98.7,1.2,0.1
2017,Sudeste,Rural,Privada,98.4,1.6,0.0
2017,Sudeste,Total,Pública,96.6,2.9,0.5
2017,Sudeste,Urbana,Pública,96.7,2.8,0.5
2017,Sudeste,Rural,Pública,95.5,4.1,0.4
2017,Sul,Total,Total,94.6,5.0,0.4
2017,Sul,Urbana,Total,94.7,5.0,0.3
2017,Sul,Rural,Total,93.9,5.8,0.3
2017,Sul,Total,Federal,93.8,5.2,1.0
2017,Sul,Urbana,Federal,93.8,5.2,1.0
2017,Sul,Rural,Federal,0.0,0.0,0.0
2017,Sul,Total,Estadual,90.6,8.9,0.5
2017,Sul,Urbana,Estadual,90.7,8.9,0.4
2017,Sul,Rural,Estadual,90.3,9.1,0.6
2017,Sul,Total,Municipal,95.0,4.7,0.3
2017,Sul,Urbana,Municipal,95.0,4.6,0.4
2017,Sul,Rural,Municipal,94.7,5.0,0.3
2017,Sul,Total,Privada,99.0,1.0,0.0
2017,Sul,Urbana,Privada,99.0,1.0,0.0
2017,Sul,Rural,Privada,99.0,1.0,0.0
2017,Sul,Total,Pública,94.0,5.6,0.4
2017,Sul,Urbana,Pública,94.0,5.6,0.4
2017,Sul,Rural,Pública,93.8,5.8,0.4
2017,Centro-Oeste,Total,Total,95.7,3.8,0.5
2017,Centro-Oeste,Urbana,Total,95.9,3.7,0.4
2017,Centro-Oeste,Rural,Total,93.0,5.9,1.1
2017,Centro-Oeste,Total,Federal,89.8,10.2,0.0
2017,Centro-Oeste,Urbana,Federal,89.8,10.2,0.0
2017,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2017,Centro-Oeste,Total,Estadual,95.0,4.6,0.4
2017,Centro-Oeste,Urbana,Estadual,95.1,4.6,0.3
2017,Centro-Oeste,Rural,Estadual,93.9,5.6,0.5
2017,Centro-Oeste,Total,Municipal,95.1,4.3,0.6
2017,Centro-Oeste,Urbana,Municipal,95.4,4.1,0.5
2017,Centro-Oeste,Rural,Municipal,92.7,6.1,1.2
2017,Centro-Oeste,Total,Privada,99.0,1.0,0.0
2017,Centro-Oeste,Urbana,Privada,99.0,1.0,0.0
2017,Centro-Oeste,Rural,Privada,95.0,5.0,0.0
2017,Centro-Oeste,Total,Pública,95.0,4.4,0.6
2017,Centro-Oeste,Urbana,Pública,95.3,4.2,0.5
2017,Centro-Oeste,Rural,Pública,93.0,5.9,1.1
